date,open,high,low,prev_close,ltp,close,vwap,52w_high,52w_low,volume,value,no_of_trades
1/14/2022,1302.5,1302.5,1259,1308.4,1259.65,1262.4,1273.8,1389.85,842.5,1131618,1441450593,31049
1/17/2022,1262.4,1284.95,1259.65,1262.4,1271.05,1273.9,1274.34,1389.85,842.5,747046,951993050,25980
1/18/2022,1273.8,1314.4,1250,1273.9,1263,1258.3,1293.88,1389.85,842.5,1740394,2251858831,61091
1/19/2022,1263.5,1279.7,1242.55,1258.3,1267.3,1264.15,1259.66,1389.85,842.5,1005242,1266265070,35877
1/20/2022,1266.9,1277,1249.6,1264.15,1255.35,1254.05,1266.06,1389.85,842.5,1117470,1414781026,36640
1/21/2022,1247.85,1270.65,1230.2,1254.05,1255.25,1256.7,1253.08,1389.85,842.5,869743,1089860111,29367
1/24/2022,1256.7,1269.3,1218.8,1256.7,1227,1229.5,1240.04,1389.85,842.5,824692,1022651786,31824
1/25/2022,1224.7,1262.95,1202,1229.5,1248.75,1246.45,1236.65,1389.85,842.5,1157237,1431094023,58963
1/27/2022,1235,1284.4,1227.2,1246.45,1282,1275.7,1257.36,1389.85,842.5,1811988,2278313272,93424
1/28/2022,1289.7,1300,1260.4,1275.7,1274.7,1271.55,1281.59,1389.85,842.5,1255720,1609313138,49698
1/31/2022,1270,1338,1260.75,1271.55,1311,1309.55,1301.72,1389.85,891,3133280,4078658846,139495
2/1/2022,1324,1357,1301.1,1309.55,1344.2,1347,1336.67,1389.85,891,1887604,2523111054,83271
2/2/2022,1350,1404.05,1347,1347,1390,1396.8,1388.89,1404.05,891,2258497,3136803086,114355
2/3/2022,1395,1421,1371.05,1396.8,1375,1380.85,1398.75,1421,891,1488776,2082427937,71246
2/4/2022,1384.5,1389.85,1333.6,1380.85,1343.9,1343.9,1361.17,1421,891,881399,1199737304,35213
2/7/2022,1351.4,1364,1318.4,1343.9,1334.5,1339,1342.46,1421,910,960983,1290085558,39762
2/8/2022,1346,1361.25,1303,1339,1336,1334.35,1333,1421,910,1047707,1396598036,31966
2/9/2022,1342.9,1373.65,1338,1334.35,1367,1366.9,1356.81,1421,910,804292,1091267559,49339
2/10/2022,1368,1383.85,1357,1366.9,1376.55,1377.95,1374.03,1421,910,754309,1036441397,37170
2/11/2022,1367,1377.95,1316,1377.95,1319,1320.3,1342.49,1421,910,838862,1126167990,37711
2/14/2022,1290.2,1300,1247.35,1320.3,1248,1253.75,1274.75,1421,910,861950,1098769423,42898
2/15/2022,1255,1317,1243,1253.75,1312.6,1307.1,1276.7,1421,910,731366,933733993,48157
2/16/2022,1307.1,1314.75,1271.1,1307.1,1276.05,1276.45,1295.94,1421,910,777425,1007495469,39863
2/17/2022,1276.1,1293,1252.1,1276.45,1266.15,1269.65,1275.31,1421,910,813352,1037276641,41928
2/18/2022,1265,1280,1253,1269.65,1262,1261.1,1268.13,1421,910,541758,687018497,18661
2/21/2022,1261.1,1276.85,1243.55,1261.1,1265.9,1262.05,1262.17,1421,910,486529,614084739,14212
2/22/2022,1247,1265,1226.2,1262.05,1263,1261,1246.45,1421,910,763028,951073182,27182
2/23/2022,1274,1290,1262,1261,1276,1273.45,1277.88,1421,910,612001,782065683,15762
2/24/2022,1230,1264.9,1165,1273.45,1168,1179.55,1204.11,1421,910,1308463,1575530153,42655
2/25/2022,1195.95,1245.8,1191.85,1179.55,1233.95,1234.7,1231.71,1421,910,871613,1073571625,33375
2/28/2022,1228,1230,1185.8,1234.7,1198.7,1203.6,1202.36,1421,910,1118005,1344239080,33217
3/2/2022,1185,1221,1169.05,1203.6,1209,1209.35,1192.89,1421,910,1217121,1451886103,59942
3/3/2022,1214.1,1224.35,1148,1209.35,1160.25,1158.15,1177.46,1421,910,1519135,1788714919,44555
3/4/2022,1154,1161.95,1115,1158.15,1121,1125.05,1137.75,1421,910,1095213,1246082398,41490
3/7/2022,1068.8,1097.95,1051.85,1125.05,1068.9,1064.9,1071.18,1421,910,1626925,1742735969,61946
3/8/2022,1051,1106.2,1050,1064.9,1100,1098.35,1077.65,1421,910,1375778,1482611573,54063
3/9/2022,1110,1150,1081.6,1098.35,1145.85,1145.1,1117.94,1421,910,1216648,1360136976,36313
3/10/2022,1172,1195,1150.6,1145.1,1156,1162.1,1174.92,1421,910,1611603,1893511875,60433
3/11/2022,1150,1196,1146.05,1162.1,1192,1193.05,1174.07,1421,910,1265589,1485896390,38885
3/14/2022,1195.9,1203.95,1076.1,1193.05,1119.8,1121.1,1133.12,1421,910,2769019,3137618793,67714
3/15/2022,1132.5,1182,1131.15,1121.1,1163.15,1169.5,1164.5,1421,910,1973576,2298228138,63038
3/16/2022,1180,1194.9,1161.65,1169.5,1175.8,1178.85,1175.69,1421,910,1607035,1889381865,40180
3/17/2022,1200,1205,1159.75,1178.85,1164,1163.4,1182.81,1421,910,1142117,1350903297,42554
3/21/2022,1180,1183.85,1140,1163.4,1177,1177.75,1161.13,1421,910,1277266,1483068446,40341
3/22/2022,1177.75,1199.7,1164.05,1177.75,1198.3,1196.05,1182.8,1421,910,881785,1042971700,37191
3/23/2022,1201.05,1240.55,1201.05,1196.05,1234.25,1235.75,1228.32,1421,910,1841322,2261733205,58704
3/24/2022,1232,1258.85,1225,1235.75,1242.3,1241.45,1246.5,1421,910,1078509,1344362967,48962
3/25/2022,1246.15,1251.55,1197.85,1241.45,1216.3,1206,1213.62,1421,910,906755,1100458469,32236
3/28/2022,1216,1224.8,1201.25,1206,1219,1214.75,1214.25,1421,910,813085,987289909,25561
3/29/2022,1224.6,1230.5,1204.65,1214.75,1220.45,1215.65,1216,1421,910,600116,729743829,13865
3/30/2022,1220.8,1235.6,1193.5,1215.65,1210,1202.2,1210.05,1421,910,1529258,1850475456,34684
3/31/2022,1210,1250,1206.15,1202.2,1245,1246.25,1236.87,1421,910,1006565,1244990995,37797
4/1/2022,1239,1290,1235,1246.25,1280.6,1287.55,1271.97,1421,910,1327125,1688064261,52215
4/4/2022,1287.55,1317.5,1272.35,1287.55,1308.6,1308.7,1297.47,1421,910,965704,1252967773,42043
4/5/2022,1339,1344,1298,1308.7,1310,1314.85,1319.47,1421,910,1357185,1790769608,48301
4/6/2022,1314.4,1340,1301.35,1314.85,1335,1336.4,1325.57,1421,910,1440824,1909906438,44833
4/7/2022,1319.2,1379.65,1319.2,1336.4,1366,1362,1359.45,1421,910,1301810,1769743673,41856
4/8/2022,1366,1405.95,1366,1362,1394,1389,1390.47,1421,910,1521249,2115253488,53424
4/11/2022,1389.9,1416.9,1376.4,1389,1395,1397.2,1400.61,1421,910,869067,1217225741,46224
4/12/2022,1398,1406.7,1376,1397.2,1400.1,1400.95,1395.53,1421,910,1379914,1925714457,62325
4/13/2022,1405.8,1429.5,1397,1400.95,1399,1402.8,1406.57,1429.5,910,1400358,1969695674,38931
4/18/2022,1390.05,1402.8,1364,1402.8,1387.65,1380.2,1388.58,1429.5,910,1501913,2085525745,35947
4/19/2022,1402,1459.75,1395.1,1380.2,1406,1420.5,1434.06,1459.75,910,4585249,6575499901,127429
4/20/2022,1420.4,1446,1407.05,1420.5,1423.9,1420.25,1430.47,1459.75,910,1708172,2443497029,45539
4/21/2022,1434,1465.95,1423,1420.25,1441.8,1435.05,1444.15,1465.95,910,1094297,1580329617,46170
4/22/2022,1431.8,1431.8,1363.15,1435.05,1373.15,1371.7,1400.41,1465.95,910,1711893,2397348156,48737
4/25/2022,1365,1385.2,1340.85,1371.7,1383,1368.95,1365.38,1465.95,910,1039465,1419261665,36465
4/26/2022,1384.45,1421.15,1378.7,1368.95,1410,1415.55,1406.26,1465.95,910,1261588,1774119578,48968
4/27/2022,1405,1405,1340,1415.55,1363,1362.95,1360.7,1465.95,910,2764360,3761472511,120504
4/28/2022,1390,1415,1368.55,1362.95,1408.95,1408.4,1394.52,1465.95,910,1577239,2199496729,46663
4/29/2022,1420,1424,1374.55,1408.4,1388.95,1390.05,1405.43,1465.95,910,869863,1222531964,32142
5/2/2022,1382.8,1390.4,1356.05,1390.05,1371.95,1371.1,1369.78,1465.95,910,1035462,1418357376,40501
5/4/2022,1389,1394.3,1315.05,1371.1,1331.95,1327.05,1358.66,1465.95,910,1092343,1484123826,50881
5/5/2022,1349,1365.1,1329,1327.05,1346,1350.1,1347.76,1465.95,910,932185,1256358535,62859
5/6/2022,1300,1339.95,1275.7,1350.1,1319,1316.45,1311.55,1465.95,910,1215908,1594728285,40905
5/9/2022,1310,1313.9,1272.6,1316.45,1281.2,1279.2,1290.37,1465.95,925,900396,1161847059,31489
5/10/2022,1266.5,1297,1260,1279.2,1265,1262.7,1277.35,1465.95,925,1067357,1363389153,33298
5/11/2022,1276.9,1282.8,1233.6,1262.7,1275,1275.2,1258.83,1465.95,925,1049572,1321228152,43115
5/12/2022,1263.9,1269.95,1216.8,1275.2,1244,1239.05,1241.6,1465.95,925,1509776,1874540598,46097
5/13/2022,1290,1326.35,1282.25,1239.05,1302.9,1293.65,1302.67,1465.95,925,4128140,5377612315,143959
5/16/2022,1310,1320.6,1285.3,1293.65,1307,1306.2,1309.86,1465.95,925,1233622,1615873199,44088
5/17/2022,1325,1325,1306.5,1306.2,1316.25,1315.4,1315.98,1465.95,925,1079297,1420333955,41381
5/18/2022,1329,1336.75,1280,1315.4,1285,1283.05,1306.2,1465.95,925,1152096,1504868663,51884
5/19/2022,1255,1272.8,1250,1283.05,1261.1,1260.3,1259.87,1465.95,925,1323705,1667694022,44656
5/20/2022,1280,1315,1274.1,1260.3,1310.1,1310.2,1300.17,1465.95,925,1208641,1571440870,43655
5/23/2022,1322,1355,1316,1310.2,1339.95,1339.95,1342.26,1465.95,925,1509582,2026258990,41725
5/24/2022,1339.8,1352.9,1309.05,1339.95,1323,1323.4,1330.64,1465.95,925,1568775,2087480645,43332
5/25/2022,1322.9,1333.9,1276,1323.4,1282.25,1288.85,1313.97,1465.95,925,1197421,1573376354,57288
5/26/2022,1299.5,1333.25,1295,1288.85,1332,1321.5,1310.34,1465.95,925,1344524,1761785600,44794
5/27/2022,1338.9,1340,1304.3,1321.5,1310,1312.4,1318.47,1465.95,925,1392894,1836485090,48004
5/30/2022,1318.1,1337.5,1290.6,1312.4,1298.4,1296.05,1317.36,1465.95,925,690657,909845628,32689
5/31/2022,1295.9,1307.35,1229.6,1296.05,1255,1251.35,1256.8,1465.95,925,8730248,10972152976,88924
6/1/2022,1276.2,1295.15,1259.75,1251.35,1289,1286.25,1278.77,1465.95,925,1012879,1295243923,28420
6/2/2022,1298.6,1308,1278.45,1286.25,1299,1301.9,1291.97,1465.95,925,598020,772625036,20935
6/3/2022,1309,1320.55,1256.45,1301.9,1266,1262.8,1289.07,1465.95,925,1068810,1377771178,38804
6/6/2022,1267,1279.25,1256,1262.8,1270.05,1268.15,1267.06,1465.95,925,973969,1234079892,20894
6/7/2022,1267.5,1284.6,1258.2,1268.15,1269,1270.15,1272,1465.95,925,836699,1064278479,22575
6/8/2022,1282.75,1287.75,1252,1270.15,1256.1,1258.45,1270.35,1465.95,925,932942,1185167024,38781
6/9/2022,634.9,637,606,1258.45,613.5,613.35,614.44,1465.95,606,2314345,1422035935,64467
6/10/2022,609.95,613.8,599.5,613.35,603,603.05,604.4,1465.95,599.5,1569736,948742548,43894
6/13/2022,590,594.95,580.1,603.05,588.35,587.95,589.2,1465.95,580.1,3029043,1784721453,68984
6/14/2022,579.2,610,579.2,587.95,606,602.95,595.16,1465.95,579.2,3072334,1828541131,82050
6/15/2022,609.5,630,603.15,602.95,628,627.4,620.67,1465.95,579.2,2533624,1572547759,66649
6/16/2022,634.4,641.5,613.25,627.4,621.5,624.65,627.89,1465.95,579.2,2249696,1412560905,57778
6/17/2022,618.5,629.8,609.25,624.65,623.5,623.5,618.72,1465.95,579.2,2324022,1437924812,93643
6/20/2022,624.15,625.9,602.2,623.5,615,614.15,610.05,1465.95,579.2,975584,595153010,48487
6/21/2022,615.05,620,607,614.15,614,611.75,612.68,1465.95,579.2,1013194,620761112,35553
6/22/2022,607,609.3,595.55,611.75,596.05,599.05,600.63,1465.95,579.2,1423249,854851284,27060
6/23/2022,600,622,595,599.05,608.05,610.6,613.51,1465.95,579.2,1391198,853510385,34872
6/24/2022,612,620,605,610.6,616.65,614.45,612.55,1465.95,579.2,1329654,814478904,44019
6/27/2022,621.25,631,620.5,614.45,623,624.3,626.76,1465.95,579.2,788738,494349169,19844
6/28/2022,621.7,627.45,614.95,624.3,618.7,622.65,622.22,1465.95,579.2,1141215,710091756,31974
6/29/2022,594,602.95,565,622.65,594.95,596.05,583.8,1465.95,565,8784371,5128340065,149991
6/30/2022,594,600.25,582.2,596.05,591,591.7,590.37,1465.95,565,2546047,1503119035,61835
7/1/2022,586,587.3,563.3,591.7,580,578.9,574.14,1465.95,563.3,2741511,1574016287,51067
7/4/2022,582.95,587.9,559.6,578.9,564.5,563.45,564.85,1465.95,559.6,2304333,1301608995,42494
7/5/2022,570,572.8,554,563.45,556.4,556.7,566.28,1465.95,554,1728921,979056346,32785
7/6/2022,560.5,585,558,556.7,581.9,581.65,574.26,1465.95,554,2202048,1264552829,44041
7/7/2022,584,593,578.45,581.65,586.5,585.35,586.32,1465.95,554,1800753,1055821720,30494
7/8/2022,586,598.9,579.5,585.35,582.2,582.05,584.92,1465.95,554,980621,573589405,23202
7/11/2022,580,591.75,576.2,582.05,584,584.65,584.35,1465.95,554,1197204,699589417,28290
7/12/2022,583.45,587.75,574.15,584.65,576,577,580.39,1465.95,554,1415638,821620584,34693
7/13/2022,579.9,584.9,566.75,577,570.3,571.15,573.71,1465.95,554,889964,510577864,26056
7/14/2022,568.65,571.15,550.35,571.15,555,554.5,555.6,1465.95,550.35,2573264,1429699509,55577
7/15/2022,555,558.95,539,554.5,551,550.15,545.75,1465.95,539,2026203,1105795114,42162
7/18/2022,555,562,551.15,550.15,556.45,557.25,557.49,1465.95,539,1659155,924969121,30497
7/19/2022,550.55,569.55,545.1,557.25,566.5,566.2,559.47,1465.95,539,2669484,1493495727,48939
7/20/2022,578,581.45,568.2,566.2,575.25,576.95,574.89,1465.95,539,1919119,1103280292,35545
7/21/2022,575,601,570,576.95,588.7,586.75,589.9,1465.95,539,4404423,2598184617,75700
7/22/2022,592,594.35,580.85,586.75,581.9,582.35,586.09,1465.95,539,1042411,610947652,24205
7/25/2022,581.9,584.95,570.1,582.35,580.4,581.7,577.1,1465.95,539,1098397,633882411,38115
7/26/2022,580.4,586,575.6,581.7,581.5,582.35,581.41,1465.95,539,1075622,625378201,29011
7/27/2022,581,590,578.65,582.35,581.5,581.85,584.46,1465.95,539,951226,555952349,17677
7/28/2022,582,594.05,577.5,581.85,588.4,590.8,587.06,1465.95,539,1287017,755558571,27933
7/29/2022,596,601,587.15,590.8,590.95,592.05,593.68,1465.95,539,1320263,783811352,24639
8/1/2022,593.2,607.45,588.25,592.05,603.5,604.75,601,1465.95,539,1295727,778725638,29810
8/2/2022,603.55,626.7,596.95,604.75,614.15,617.8,611.16,1465.95,539,2648323,1618551933,39674
8/3/2022,620,623.4,600.5,617.8,603.95,609.6,610.48,1465.95,539,1876962,1145848689,31202
8/4/2022,610.45,645,610.45,609.6,637.5,636.6,630.67,1465.95,539,3809324,2402425652,85751
8/5/2022,636.6,650.1,628.5,636.6,645,648,642,1465.95,539,1838153,1180102474,52472
8/8/2022,645,655,642.65,648,650,650.05,649.45,1465.95,539,1277644,829768148,31107
8/10/2022,650.5,657.5,640.35,650.05,646,645.15,647.5,1465.95,539,1506846,975675422,42441
8/11/2022,649.6,659.6,642,645.15,645,644.35,650.01,1465.95,539,1369854,890414554,54186
8/12/2022,648,648,628.1,644.35,631.8,631.15,631.79,1465.95,539,8516334,5380558420,59080
8/16/2022,633,647.1,633,631.15,640,639.85,639.61,1465.95,539,2194505,1403618616,40505
8/17/2022,647,652,637.5,639.85,642.5,646.25,644.54,1465.95,539,1883992,1214315374,28136
8/18/2022,643,647.15,639.25,646.25,644.5,645.35,643.12,1465.95,539,983261,632350352,28864
8/19/2022,655,656,635,645.35,636.2,638.95,640.99,1465.95,539,2046529,1311796438,31267
8/22/2022,634.8,644,628.95,638.95,638,636.9,638.94,1465.95,539,1375779,879045333,43536
8/23/2022,630.5,652.95,627,636.9,651.5,646.45,643.07,1465.95,539,2306745,1483397146,42403
8/24/2022,646.6,659,643.25,646.45,650.6,651.65,651.82,1465.95,539,2121635,1382917226,51372
8/25/2022,656.4,668,645,651.65,645,648.5,659.15,1465.95,539,3640290,2399492976,70852
8/26/2022,652.4,658.8,637.25,648.5,641.15,641.4,647.86,1465.95,539,1123235,727702702,28134
8/29/2022,627.5,638.3,620.2,641.4,631,633.75,631.87,1465.95,539,2405127,1519723908,41745
8/30/2022,634.3,644.7,628.4,633.75,638.8,633.9,635.85,1465.95,539,4829944,3071126603,51255
9/1/2022,639.95,654.3,634.6,633.9,647.3,648,647.21,1465.95,539,2108773,1364812527,61828
9/2/2022,645,655.7,643.4,648,643.5,645.2,649.35,1465.95,539,1371229,890411045,32706
9/5/2022,649.2,658.65,643,645.2,652,651.95,651.32,1465.95,539,1027756,669400259,24610
9/6/2022,657.9,657.9,647.4,651.95,650,650.1,653.21,1465.95,539,1003879,655747738,28282
9/7/2022,647,650.1,639.55,650.1,641.45,640.9,643.06,1465.95,539,862386,554568118,31424
9/8/2022,644.15,650.9,644.1,640.9,649.5,649,647.15,1465.95,539,1210770,783552172,55240
9/9/2022,657,668,648.5,649,651.9,652.6,657.47,1465.95,539,2401767,1579088260,63520
9/12/2022,654.7,662.55,652.25,652.6,661.5,660.75,657.98,1465.95,539,1050504,691205812,29819
9/13/2022,662.8,677.2,662.3,660.75,675.1,674.8,673.06,1465.95,539,2035584,1370062461,56527
9/14/2022,669.8,682.7,665,674.8,676.8,677.6,675.92,1465.95,539,1474192,996431391,49076
9/15/2022,681,686.6,674.8,677.6,681,680.85,680.25,1465.95,539,1273028,865981776,47218
9/16/2022,679,683.4,653.25,680.85,655.6,658.65,664.42,1465.95,539,1257784,835700493,37614
9/19/2022,658.65,661.15,644.1,658.65,653.7,653.4,651.71,1465.95,539,1103577,719208160,32842
9/20/2022,659,672.9,655.1,653.4,666.25,666.2,667.69,1465.95,539,1037776,692913543,31703
9/21/2022,670.1,678.15,663.5,666.2,665.9,666,668.98,1465.95,539,1549475,1036563625,62034
9/22/2022,663.7,672.55,659.25,666,664.2,663.4,665.01,1465.95,539,913273,607339264,28840
9/23/2022,664,669.6,635.6,663.4,640.95,637.85,647.46,1465.95,539,1211636,784484251,33204
9/26/2022,633,635,589.65,637.85,596.95,597.15,601.28,1465.95,539,2957525,1778315296,99734
9/27/2022,606.7,610.05,590.5,597.15,608.2,606.6,600.93,1465.95,539,1373046,825110723,36979
9/28/2022,602.6,604,577,606.6,584.2,582.25,591.27,1465.95,539,1771176,1047237208,79408
9/29/2022,594,608.15,588.65,582.25,603,600.4,597.4,1465.95,539,2772572,1656328612,45206
9/30/2022,602.8,624.9,588,600.4,616.95,619.2,609.84,1465.95,539,2359873,1439139076,43024
10/3/2022,616.95,619.2,590.1,619.2,591.7,594.4,600.38,1465.95,539,2032188,1220088340,37695
10/4/2022,606,615.65,604.1,594.4,606.95,607.75,610.68,1465.95,539,1640822,1002013807,42004
10/6/2022,626,638.75,601.05,607.75,605,605.05,617.61,1465.95,539,3958623,2444870516,75664
10/7/2022,605,605.05,587,605.05,591.7,591.05,592.46,1465.95,539,2075229,1229484963,54204
10/10/2022,578.4,592.15,578.4,591.05,586.3,587.35,585.97,1465.95,539,1142078,669222928,37238
10/11/2022,589.7,590.3,578.8,587.35,581.5,582.8,581.81,1465.95,539,2613081,1520316756,44990
10/12/2022,585.75,591,572.2,582.8,587.3,588.45,581.1,1465.95,539,1964964,1141850078,51709
10/13/2022,583.3,586.9,578.1,588.45,581.65,581.6,580.88,1465.95,539,2191049,1272728933,34864
10/14/2022,590,606,585,581.6,598.1,601.4,596.52,1465.95,539,3262434,1946103235,62289
10/17/2022,599.6,618,595.85,601.4,617,615.75,609.35,1465.95,539,1806133,1100566990,50867
10/18/2022,618.85,628.75,616.45,615.75,628,625.6,622.3,1465.95,539,1137553,707898908,25976
10/19/2022,628,632,616.5,625.6,624,625.95,625.87,1465.95,539,1939613,1213937446,26872
10/20/2022,619.95,619.95,585,625.95,593,592.35,598.16,1465.95,539,5705861,3413013923,94612
10/21/2022,595.35,607,577.35,592.35,580.8,579.35,588.83,1465.95,539,3625697,2134921012,76096
10/24/2022,599,599,578,579.35,578.65,580.7,583.53,1465.95,539,515268,300674369,10401
10/25/2022,581.75,581.75,567.5,580.7,574.05,574.9,572.8,1465.95,539,1469741,841867462,42287
10/27/2022,576.5,583.25,575.95,574.9,581,580.85,580.27,1465.95,539,1156810,671261218,32848
10/28/2022,580.4,583.2,571.55,580.85,575.3,574.1,575.29,1465.95,539,1169510,672809345,31410
10/31/2022,579.85,590.2,577.15,574.1,590,589.55,585.88,1465.95,539,1170001,685485172,34977
11/1/2022,593.95,616.6,592,589.55,612.1,613.6,610.09,1465.95,539,3250869,1983326855,63369
11/2/2022,614,621.75,610.4,613.6,614.2,616.6,616.96,1465.95,539,1398819,863017351,38949
11/3/2022,614.8,618.8,611.05,616.6,612.65,614.6,615.79,1465.95,539,1134976,698905674,29937
11/4/2022,613,619.9,611.8,614.6,616.85,616.35,614.82,1465.95,539,805042,494952081,23076
11/7/2022,619.45,621.75,613.8,616.35,615.5,616.35,618.05,1465.95,539,1166056,720684165,31706
11/9/2022,619.3,647.6,616,616.35,643,642.55,637.34,1465.95,539,3550281,2262741289,58061
11/10/2022,639.5,643,620.15,642.55,625.25,628.4,628.37,1465.95,539,1549410,973600451,36783
11/11/2022,635,655,620.95,628.4,622.5,623.55,631.75,1465.95,539,1519531,959969512,47599
11/14/2022,625.9,640.5,622,623.55,635.1,636.15,633.92,1465.95,539,1086235,688585334,30153
11/15/2022,636.9,638.85,632,636.15,632,633.9,635.31,1465.95,539,977826,621217989,21251
11/16/2022,632,632.9,622,633.9,623.2,624.8,626.32,1465.95,539,1791280,1121907283,35212
11/17/2022,621.8,621.8,605.5,624.8,611.95,610.9,612.18,1465.95,539,1431167,876126214,25412
11/18/2022,614,618.6,605.9,610.9,611.5,612.2,612.33,1465.95,539,857461,525046123,19320
11/21/2022,612,622,609.2,612.2,615,615.05,616.93,1465.95,539,791310,488182763,21464
11/22/2022,618.15,621.3,610.15,615.05,617,617.75,615.24,1465.95,539,613966,377734860,19105
11/23/2022,620.8,627,615.35,617.75,624,623.9,621.05,1465.95,539,827880,514155708,27571
11/24/2022,625,638.55,622,623.9,634,636.35,633.03,1465.95,539,1089860,689909220,21768
11/25/2022,636,640,628.5,636.35,637.05,637.75,634.93,1465.95,539,1083395,687882835,20909
11/28/2022,629.7,644.75,629.7,637.75,636.5,638.75,640.58,1465.95,539,945254,605512051,23074
11/29/2022,639,641.9,625.85,638.75,627.65,627.35,630.64,1465.95,539,791869,499384766,26595
11/30/2022,628,644.85,627.65,627.35,638.6,639.3,638.44,1465.95,539,2604030,1662504029,45671
12/1/2022,642,649.3,637.3,639.3,638,639.2,643.6,1465.95,539,1264166,813622761,42012
12/2/2022,637.9,649.95,630.2,639.2,648,648.35,638.3,1465.95,539,2011522,1283959469,28652
12/5/2022,650,656,646.25,648.35,649.45,651.15,650.88,1465.95,539,1406695,915585305,22950
12/6/2022,650,653.85,647,651.15,649.65,649.1,649.93,1465.95,539,1401494,910876325,30058
12/7/2022,648.85,675.6,648.75,649.1,672.3,671.65,668.87,1465.95,539,3280365,2194148070,57197
12/8/2022,676.45,679.55,670,671.65,673,672.95,674.36,1465.95,539,2015490,1359172005,47966
12/9/2022,673.45,694.7,673.1,672.95,682.5,682.15,683.38,1465.95,539,2788592,1905667122,67789
12/12/2022,687,689.9,670.85,682.15,675,677.35,679.31,1465.95,539,1289020,875642690,29801
12/13/2022,679.45,679.45,662,677.35,663.4,664.05,665.81,1465.95,539,1426088,949505862,34932
12/14/2022,667,674.5,665,664.05,672.9,672.15,669.89,1465.95,539,790701,529685758,29651
12/15/2022,672.15,676,664.1,672.15,668.8,669,669.06,1465.95,539,869684,581872115,25552
12/16/2022,660,676,660,669,671,667.05,669.69,1465.95,539,1692206,1133261286,37094
12/19/2022,669.85,679.15,664.9,667.05,670,670.6,672.05,1465.95,539,867270,582847115,26801
12/20/2022,667.25,684.4,667.25,670.6,675.75,676.4,678.57,1465.95,539,1910526,1296434524,54970
12/21/2022,681.95,682,663.8,676.4,670.6,670.1,672.84,1465.95,539,1296136,872091629,39043
12/22/2022,671,675.8,661.6,670.1,665.3,671.5,670.22,1465.95,539,1375529,921910740,48759
12/23/2022,661.5,670,642,671.5,645.95,644.3,649.36,1465.95,539,2087464,1355509347,39631
12/26/2022,641,663.1,637.7,644.3,658,655.05,654.8,1465.95,539,705455,461929859,18567
12/27/2022,660,665.4,653,655.05,661,663.35,657.97,1465.95,539,896071,589587930,30599
12/28/2022,662.95,667.2,657.9,663.35,662.9,663.2,662.38,1465.95,539,391805,259524078,11015
12/29/2022,662.8,670,656.15,663.2,665,665.4,663.21,1465.95,539,2650477,1757819849,84915
12/30/2022,665.4,672,649.1,665.4,654.95,654.45,657.31,1465.95,539,1010912,664478468,45608
1/2/2023,656.9,661.25,654,654.45,654.9,657,657.12,1465.95,539,1586054,1042233744,16813
1/3/2023,658.95,663.9,650,657,651,651.05,654.86,1465.95,539,1288812,843988005,41665
1/4/2023,652,655.45,639,651.05,639,641.6,644.18,1465.95,539,1242852,800625997,28838
1/5/2023,641.8,644.7,624.15,641.6,633.55,636.1,633.02,1465.95,539,1987570,1258181490,69908
1/6/2023,635,639.35,619.45,636.1,625.95,625.8,626.24,1465.95,539,1634322,1023474984,107356
1/9/2023,635,635.7,627,625.8,632.7,633.2,630.8,1465.95,539,1012950,638966168,29946
1/10/2023,632.9,632.9,617.75,633.2,625,625.2,623.61,1465.95,539,1056504,658843069,41148
1/11/2023,625.05,626.95,615.05,625.2,622.4,622.05,620.51,1465.95,539,1159019,719185445,59302
1/12/2023,625,631.9,620.4,622.05,628.85,628.15,627.19,1465.95,539,923943,579486902,42103
1/13/2023,631.45,631.5,616.3,628.15,619,619.75,620.58,1465.95,539,1393324,864669829,48476
1/16/2023,623.65,629.75,618.2,619.75,624.95,624,624.99,1465.95,539,578028,361261958,21555
1/17/2023,624.95,630.45,621.65,624,629,628,626.46,1465.95,539,995664,623748138,34532
1/18/2023,630,632,625,628,629.95,629.5,629.31,1465.95,539,658733,414548129,26596
1/19/2023,628.55,630.8,618.85,629.5,622,621.25,625.02,1465.95,539,607144,379474989,18569
1/20/2023,627.85,629.15,613.9,621.25,615.5,616.35,619.3,1465.95,539,1583943,980943658,53829
1/23/2023,616.35,645,613.5,616.35,642,640.9,637.06,1465.95,539,2321545,1478974649,47711
1/24/2023,642.5,642.5,630.45,640.9,635,634.7,636.13,1465.95,539,878065,558567599,50494
1/25/2023,633.5,634.95,613.5,634.7,615,615.9,621.32,1465.95,539,1557125,967474138,33532
1/27/2023,618.85,626.65,601,615.9,604.3,603.95,611.45,1465.95,539,1776308,1086121870,40292
1/30/2023,604,613.65,598.5,603.95,608.5,606.25,606.47,1465.95,539,1447773,878031621,63596
1/31/2023,609.4,624,605,606.25,620.25,618.9,614.67,1465.95,539,926518,569504296,34717
2/1/2023,622,633,600.3,618.9,609.5,611.85,621.11,1465.95,539,1069083,664012801,41774
2/2/2023,610,627.55,607,611.85,626.8,625.35,619.39,1465.95,539,894783,554224029,34491
2/3/2023,628,631.25,615,625.35,629.2,629.15,625.54,1465.95,539,611768,382682503,21168
2/6/2023,629.25,640.7,627,629.15,628.15,632.05,633.66,1465.95,539,668139,423376059,32040
2/7/2023,632.5,650,630.15,632.05,650,649,641.14,1465.95,539,1562892,1002033949,72413
