date,open,high,low,prev_close,ltp,close,vwap,52w_high,52w_low,volume,value,no_of_trades
1/14/2021,896.4,931.5,896.4,892.5,912.55,914,919.67,1218,366,1015700,934107497,31407
1/15/2021,914,921.9,907.25,914,920,920.25,916.81,1218,366,1411827,1294380091,28844
1/18/2021,921,923.95,880,920.25,882.25,889.35,909.01,1218,366,1839699,1672297576,44107
1/19/2021,894.8,909.45,894,889.35,900,899.35,899.44,1218,366,1348639,1213020877,16222
1/20/2021,904.95,930.25,892.15,899.35,915.3,920.35,919.34,1218,366,946234,869914395,31308
1/21/2021,921.8,924.8,905,920.35,913.35,913.3,914.11,1218,366,977221,893289914,45206
1/22/2021,913.6,914.35,881.1,913.3,891.6,896.6,894.43,1218,366,658015,588545128,31453
1/25/2021,902,902,880,896.6,881.85,884.65,890.82,1218,366,258928,230658072,15456
1/27/2021,885,890.95,842.5,884.65,864,852.65,860.47,1218,366,565921,486959365,22604
1/28/2021,866,877,845,852.65,869,869.8,867.89,1218,366,306074,265637559,22555
1/29/2021,880,887.85,862.6,869.8,866,872.5,869.53,1218,366,1127886,980733171,28457
2/1/2021,891,950,891,872.5,934,941.55,921.97,1218,366,2308622,2128473322,50495
2/2/2021,950.45,999,935.05,941.55,962.1,960.7,961.57,1218,366,1130196,1086760608,53697
2/3/2021,972.8,972.8,943.7,960.7,962,962.5,959.55,1218,366,811046,778239495,37486
2/4/2021,968.95,979,941.55,962.5,960,964.95,964.57,1218,366,851870,821684677,48300
2/5/2021,970,995,965,964.95,980,981.9,979.98,1218,366,747248,732286068,38273
2/8/2021,989.7,1045,987.5,981.9,1020,1032.35,1023.26,1218,366,857645,877596442,45491
2/9/2021,1039.8,1081,1039,1032.35,1064,1063.35,1066.14,1218,366,821236,875556475,40833
2/10/2021,1074,1114.8,1057.85,1063.35,1111,1099,1080.09,1218,366,1145055,1236757359,44613
2/11/2021,1103.9,1136.95,1085.05,1099,1130,1125.9,1113.82,1218,366,706879,787334747,35790
2/12/2021,1125,1125.9,1055.5,1125.9,1107,1099.3,1093.88,1218,366,797049,871878678,37956
2/15/2021,1110,1114.75,1060.9,1099.3,1097.55,1091.6,1090.23,1218,366,591093,644428420,36252
2/16/2021,1089,1128,1075.3,1091.6,1100,1092.75,1099.81,1218,366,455426,500881966,22481
2/17/2021,1092.75,1112.25,1081,1092.75,1095.3,1098.1,1098.04,1218,366,394405,433072746,32477
2/18/2021,1098.5,1154.4,1091.45,1098.1,1130,1134.8,1124.9,1218,366,1356719,1526168057,40111
2/19/2021,1123.9,1131.7,1083.6,1134.8,1108,1109,1113.23,1218,366,553747,616445157,34119
2/22/2021,1109,1128,1048,1109,1079,1074.85,1085.09,1218,366,462383,501726278,27039
2/23/2021,1071,1123.2,1071,1074.85,1120.65,1118.45,1113.23,1218,366,672795,748972474,29312
2/24/2021,1145.9,1197.95,1140.2,1118.45,1196,1186.3,1162.72,1218,366,571815,664858200,21190
2/25/2021,1197,1207,1158.05,1186.3,1172,1166.7,1177.83,1218,366,636284,749435063,36327
2/26/2021,1158,1158.55,1090.45,1166.7,1132,1126.5,1122.36,1218,366,853014,957384962,49985
3/1/2021,1138,1165.05,1127.6,1126.5,1149,1148.45,1144.91,1218,366,754157,863444367,31045
3/2/2021,1159.9,1175,1141.6,1148.45,1159.75,1151.5,1157.33,1218,366,410197,474735219,23938
3/3/2021,1162.4,1225,1136.55,1151.5,1215,1200.9,1161.46,1225,366,2078700,2414336893,39081
3/4/2021,1187.65,1290,1176.8,1200.9,1274,1268,1257.91,1290,366,2247523,2827179262,107118
3/5/2021,1274,1293.65,1231.2,1268,1274,1260.7,1269.19,1293.65,366,1383020,1755308827,73505
3/8/2021,1274.4,1290,1242.9,1260.7,1259.95,1264.05,1270.72,1293.65,366,925121,1175572717,40826
3/9/2021,1259.95,1316.95,1217,1264.05,1236,1232.55,1268.37,1316.95,366,2398975,3042798289,85251
3/10/2021,1254,1268,1202.8,1232.55,1251.9,1253.25,1241.25,1316.95,366,1184012,1469654524,38505
3/12/2021,1258.25,1274.8,1235,1253.25,1248,1255.45,1256.02,1316.95,366,803163,1008789588,31181
3/15/2021,1249.95,1251.7,1179,1255.45,1190.85,1188.55,1194.74,1316.95,366,1246722,1489509991,46490
3/16/2021,1211.05,1237.65,1208.35,1188.55,1229,1230.05,1224.24,1316.95,366,1120525,1371796934,46955
3/17/2021,1229,1229,1164.35,1230.05,1175.05,1169.85,1187.07,1316.95,366,812250,964195962,32406
3/18/2021,1197,1210,1148,1169.85,1169,1164.9,1180.61,1316.95,366,1008328,1190446362,33877
3/19/2021,1124,1222.35,1124,1164.9,1201.65,1197.75,1173.2,1316.95,366,975558,1144520347,48688
3/22/2021,1209,1234.75,1195,1197.75,1220.3,1222.9,1220.52,1316.95,366,758035,925195209,36627
3/23/2021,1235,1271.9,1220.35,1222.9,1230.7,1245.3,1251.24,1316.95,366,1286084,1609203547,47199
3/24/2021,1236,1253.65,1215,1245.3,1224,1225.6,1232.25,1316.95,366,772958,952476694,28109
3/25/2021,1229.95,1229.95,1135.1,1225.6,1146,1150.5,1161.75,1316.95,366,1213791,1410126598,59000
3/26/2021,1164.5,1195.9,1148.75,1150.5,1175,1178.5,1171.78,1316.95,366,868589,1017797108,44522
3/30/2021,1199.95,1354.4,1165,1178.5,1308.5,1298.9,1289.36,1354.4,366,7650630,9864378082,87578
3/31/2021,1280,1283.05,1216.45,1298.9,1236,1227.85,1239.53,1354.4,366,1930957,2393470890,67723
4/1/2021,1250,1278,1215,1227.85,1265.4,1267.9,1244.64,1354.4,366,1087053,1352984782,43594
4/5/2021,1262,1264,1217.05,1267.9,1228,1228.5,1233.76,1354.4,366,872471,1076422636,41401
4/6/2021,1231,1254,1201.25,1228.5,1222,1223.1,1233.96,1354.4,366,656464,810048209,29812
4/7/2021,1223.05,1257.45,1200.15,1223.1,1232,1233.15,1234.85,1354.4,366,824612,1018276020,47003
4/8/2021,1238.95,1265,1234,1233.15,1250.3,1251.9,1253.73,1354.4,366,964208,1208859041,41766
4/9/2021,1250,1250,1170.05,1251.9,1179.9,1174.5,1199.11,1354.4,366,1822389,2185238834,70223
4/12/2021,1153,1153,1025.45,1174.5,1082,1076.5,1073.2,1354.4,366,2390990,2566002561,100420
4/13/2021,1076.5,1105.9,1034.85,1076.5,1085,1080.8,1070.77,1354.4,366,2453716,2627354276,121976
4/15/2021,1080.8,1104,1040,1080.8,1067.15,1055.45,1072.37,1354.4,366,2332608,2501412823,77741
4/16/2021,1060,1099.5,1060,1055.45,1075.1,1077.1,1082.22,1354.4,366,1132546,1225662330,35209
4/19/2021,1035,1035,973.3,1077.1,1014.05,1015.85,1006.62,1354.4,366,2142595,2156768938,78312
4/20/2021,1025,1055,1020,1015.85,1039.55,1041.3,1040.57,1354.4,366,1478306,1538274587,52940
4/22/2021,1010,1108.95,1005,1041.3,1090,1094.45,1062.66,1354.4,366,1728561,1836878020,59377
4/23/2021,1089.85,1128.5,1053.3,1094.45,1069,1075.5,1097.68,1354.4,366,2257183,2477673783,68192
4/26/2021,1081,1096,1045,1075.5,1048.95,1051.5,1072.42,1354.4,366,2303376,2470191970,63324
4/27/2021,1049.95,1096.95,1038,1051.5,1088.25,1085.8,1067.14,1354.4,366,1585637,1692092534,46239
4/28/2021,1095,1159,1071.65,1085.8,1140,1148.8,1119.38,1354.4,366,2143197,2399044707,58708
4/29/2021,1145,1172,1115,1148.8,1125.15,1124.5,1136.68,1354.4,366,2613836,2971105657,68025
4/30/2021,1072,1084,995.05,1124.5,1003,1004.3,1025.86,1354.4,366,6957375,7137264614,175907
5/3/2021,949,950,914.25,1004.3,924.6,924.05,929.14,1354.4,366,6959261,6466132839,170359
5/4/2021,940,957.45,912.6,924.05,916.5,915.5,931.13,1354.4,366,3514455,3272429778,97067
5/5/2021,930,952.45,910,915.5,944.5,942.05,934.77,1354.4,366,4578774,4280118280,94246
5/6/2021,951,972,934.75,942.05,958,956.95,952.61,1354.4,366,2354405,2242835368,51555
5/7/2021,945,953.25,924.9,956.95,928.5,928.85,934.36,1354.4,366,1811962,1693031566,43887
5/10/2021,944,950.9,935,928.85,950,946.75,943.82,1354.4,366,1196605,1129375754,32833
5/11/2021,934,978.15,930.5,946.75,965,969.75,958.13,1354.4,366,1875705,1797177375,44062
5/12/2021,960,965,946.9,969.75,956.95,954.75,954.76,1354.4,366,1270987,1213484320,29462
5/14/2021,965,973.5,941.15,954.75,943.8,946.75,960.99,1354.4,366,1027888,987785217,24203
5/17/2021,954.5,954.5,928.5,946.75,943.2,942.1,939.79,1354.4,366,1703609,1601034007,41690
5/18/2021,956,990.55,951.1,942.1,987,986.6,977.86,1354.4,366,2241294,2191666442,73722
5/19/2021,985,997.85,971,986.6,983.55,983.45,983.49,1354.4,366,1362004,1339515901,49777
5/20/2021,980,989.35,958.55,983.45,960,960.1,966.73,1354.4,366,1187206,1147711782,44428
5/21/2021,960.1,988.95,960.05,960.1,979.35,980.5,979.02,1354.4,366,1169852,1145303876,39555
5/24/2021,985,989.85,970.25,980.5,976.4,978.4,980.19,1354.4,366,832195,815711725,32384
5/25/2021,983,983.9,960.3,978.4,966,963.8,969.89,1354.4,366,720362,698668476,30158
5/26/2021,970,973,952,963.8,961.8,963.05,961.22,1354.4,366,1036499,996307418,30258
5/27/2021,968,994,964.15,963.05,982.85,982.3,982.66,1354.4,366,1527546,1501060183,43523
5/28/2021,990,1008,982,982.3,994.95,995.45,996.4,1354.4,366,2018038,2010772164,44542
5/31/2021,998.75,1000,979.65,995.45,989.4,988.55,988.16,1354.4,400,741837,733055801,22244
6/1/2021,990,994.8,976,988.55,989.3,989.1,985.67,1354.4,400,543662,535868858,19807
6/2/2021,987,1014.95,985.05,989.1,1014,1009.8,1001.08,1354.4,400,607384,608041197,24542
6/3/2021,1020,1024.4,998.4,1009.8,1007.5,1006.7,1008.45,1354.4,400,748133,754456789,29475
6/4/2021,1006,1020.3,997.4,1006.7,1008.8,1001.95,1008.66,1354.4,400,697026,703060419,23168
6/7/2021,1008.8,1029.85,1006,1001.95,1023,1022.1,1016.68,1354.4,440.3,596448,606399640,22296
6/8/2021,1029,1029.1,1003.05,1022.1,1007.5,1007.55,1009.54,1354.4,440.3,479679,484255890,20520
6/9/2021,1006.8,1020,981.25,1007.55,996.4,995.8,1001.3,1354.4,440.3,992296,993585986,32654
6/10/2021,1000,1001.25,980,995.8,994.05,992.55,989.97,1354.4,440.3,777855,770049433,31807
6/11/2021,996,1063.7,996,992.55,1050.9,1046.05,1045.75,1354.4,440.3,3552844,3715395380,95763
6/14/2021,1050,1079.5,1011.55,1046.05,1069.1,1070,1053.54,1354.4,450.6,2489156,2622418500,72062
6/15/2021,1079.65,1087.6,1057.3,1070,1060,1061.35,1070.17,1354.4,450.6,1065680,1140459152,36040
6/16/2021,1064,1065.2,1036.2,1061.35,1041,1040.5,1050.27,1354.4,450.6,492630,517393419,19067
6/17/2021,1028,1056.35,1007.35,1040.5,1020,1026.3,1034.73,1354.4,450.6,1225606,1268171003,37860
6/18/2021,1027.9,1049.95,1007.65,1026.3,1024.8,1027.65,1025.67,1354.4,450.6,1479855,1517837332,51528
6/21/2021,1017.95,1061.7,1004.75,1027.65,1057.5,1053.4,1042.95,1354.4,490.05,1021068,1064919766,30780
6/22/2021,1065.1,1073.35,1025,1053.4,1032,1030.25,1045.3,1354.4,490.05,1201254,1255669349,54824
6/23/2021,1033.15,1047.15,1014.5,1030.25,1018.2,1017.15,1029.39,1354.4,490.05,610559,628506329,22338
6/24/2021,1025,1035,1006.6,1017.15,1009.05,1010.15,1019.99,1354.4,490.05,964693,983981572,26830
6/25/2021,1019.55,1040.3,1016.2,1010.15,1031,1035.6,1030.93,1354.4,490.05,725955,748408673,21329
6/28/2021,1040,1056,1029,1035.6,1055.95,1050.45,1044.52,1354.4,525,662050,691527426,21180
6/29/2021,1053.5,1085.55,1040,1050.45,1079.4,1077.3,1067.27,1354.4,525,2210068,2358730225,50914
6/30/2021,1080.2,1083.5,1032,1077.3,1039.5,1035.85,1054.17,1354.4,525,1611577,1698872176,42162
7/1/2021,1042,1044.9,1020.05,1035.85,1023.85,1022.65,1030.26,1354.4,525,900991,928250968,27226
7/2/2021,1024,1042.2,1024,1022.65,1039,1038.85,1035.86,1354.4,525,726010,752046326,24236
7/5/2021,1044.95,1047.5,1021.75,1038.85,1031,1030.35,1032.74,1354.4,567.7,656418,677908957,19637
7/6/2021,1056,1142.75,1056,1030.35,1115,1114.3,1117.81,1354.4,567.7,8577690,9588239187,192430
7/7/2021,1109,1133,1091,1114.3,1124,1125,1111.88,1354.4,567.7,1542754,1715356070,41010
7/8/2021,1115,1153.4,1111.75,1125,1143.8,1141.4,1139.35,1354.4,567.7,1965530,2239421100,45568
7/9/2021,1141,1200,1131.45,1141.4,1191.05,1194.7,1164.84,1354.4,567.7,3189531,3715281534,62447
7/12/2021,1190.95,1206.5,1176,1194.7,1187,1188,1188.05,1354.4,616.7,1788684,2125047190,38742
7/13/2021,1196,1202,1178.05,1188,1182.8,1181.7,1186.37,1354.4,616.7,777966,922955969,22333
7/14/2021,1181,1197.3,1180,1181.7,1189,1191.8,1189.3,1354.4,616.7,561721,668056952,17918
7/15/2021,1192,1260,1190.5,1191.8,1251,1248.4,1231.24,1354.4,616.7,1983177,2441760152,57521
7/16/2021,1251.5,1255,1222.15,1248.4,1228,1227.45,1232.22,1354.4,616.7,555921,685015056,19619
7/19/2021,1219.9,1235.5,1176,1227.45,1211.65,1208.45,1204.51,1354.4,616.7,787838,948957312,28413
7/20/2021,1207.9,1227,1157.1,1208.45,1165.4,1161.8,1181.83,1354.4,616.7,1287271,1521337626,45378
7/22/2021,1171.5,1219.7,1147.55,1161.8,1156,1154.5,1178.8,1354.4,616.7,1875247,2210545364,62075
7/23/2021,1165,1174,1146.05,1154.5,1167,1165.75,1160.17,1354.4,616.7,978986,1135785649,28510
7/26/2021,1174,1191,1157.8,1165.75,1179,1179.5,1177.99,1354.4,616.7,1219279,1436303731,32303
7/27/2021,1179,1201.95,1176.05,1179.5,1193.15,1194.85,1193.6,1354.4,616.7,1155050,1378662763,35917
7/28/2021,1195,1195,1133.05,1194.85,1171,1174.15,1162.59,1354.4,616.7,1087344,1264137862,30750
7/29/2021,1185.5,1201,1171.65,1174.15,1191.05,1193.65,1186.64,1354.4,616.7,663286,787080756,32856
7/30/2021,1196,1223.35,1171.2,1193.65,1211.1,1219.7,1211.76,1354.4,616.7,1268395,1536988392,59629
8/2/2021,1229,1232.5,1206.3,1219.7,1220,1223.7,1219.79,1354.4,616.7,1371183,1672561651,47580
8/3/2021,1221,1240,1193.65,1223.7,1202.9,1199.95,1217.57,1354.4,616.7,922696,1123449887,30527
8/4/2021,1217,1252.2,1202.9,1199.95,1246,1243.1,1233.93,1354.4,616.7,2194774,2708197473,58683
8/5/2021,1246,1258.6,1220,1243.1,1237.2,1240.1,1242.43,1354.4,616.7,1503094,1867495527,53271
8/6/2021,1239.95,1284,1211.35,1240.1,1246.3,1248.8,1255.63,1354.4,616.7,4125719,5180365850,108168
8/9/2021,1250.25,1271.2,1232.1,1248.8,1259.15,1264.75,1251.81,1354.4,616.7,1813822,2270568826,37670
8/10/2021,1265,1320,1262.05,1264.75,1302.4,1304,1298.96,1354.4,616.7,2538713,3297681470,70283
8/11/2021,1310,1312.45,1259.15,1304,1288.95,1288.35,1284.29,1354.4,616.7,1065909,1368934675,37137
8/12/2021,1289.9,1328.8,1282,1288.35,1323,1323.6,1311.25,1354.4,616.7,961655,1260968921,31391
8/13/2021,1320,1336.6,1303.05,1323.6,1324.9,1326.45,1322.88,1354.4,616.7,897141,1186808908,28929
8/16/2021,1334.3,1340,1317.05,1326.45,1330.6,1330.95,1331.03,1354.4,616.7,734603,977778895,22228
8/17/2021,1335,1363.5,1321.5,1330.95,1349.85,1350.2,1341.51,1363.5,616.7,1440107,1931922188,54384
8/18/2021,1360.5,1379.5,1329.75,1350.2,1334,1339,1361.28,1379.5,616.7,1153921,1570813603,47668
8/20/2021,1330,1334,1281.6,1339,1302.3,1301.35,1307,1379.5,616.7,983443,1285361714,45903
8/23/2021,1314.75,1325,1277.5,1301.35,1291,1294,1302.38,1379.5,616.7,740854,964874796,31835
8/24/2021,1305,1389.85,1290,1294,1355.8,1359.75,1351.87,1389.85,616.7,2141115,2894513527,72657
8/25/2021,1359.75,1368,1330.4,1359.75,1350,1350.3,1347.6,1389.85,616.7,873255,1176797193,35495
8/26/2021,1350.6,1381.95,1335,1350.3,1347,1353.3,1357.87,1389.85,616.7,1502243,2039851978,52366
8/27/2021,1353.3,1361.9,1258,1353.3,1270,1285.5,1314.32,1389.85,616.7,1587031,2085869984,57804
8/30/2021,1255,1309,1246.25,1285.5,1296.2,1294.9,1285.94,1389.85,616.7,2342393,3012170015,77416
8/31/2021,1302,1307.2,1051.15,1294.9,1125.35,1130.75,1148.48,1389.85,616.7,13040293,14976502209,350277
9/1/2021,1172,1208.6,1118.15,1130.75,1152.55,1156.1,1157.87,1389.85,616.7,9586161,11099561199,292444
9/2/2021,1160,1190,1131,1156.1,1167.5,1172.4,1161.65,1389.85,616.7,2957488,3435567663,100704
9/3/2021,1180.05,1213,1151.15,1172.4,1168,1169.9,1181.04,1389.85,616.7,3700801,4370801847,95514
9/6/2021,1169.95,1188.6,1146.3,1169.9,1168,1167.45,1164.94,1389.85,616.7,1228538,1431170508,51710
9/7/2021,1173.85,1181.9,1151.5,1167.45,1166,1163.6,1162.41,1389.85,616.7,1329827,1545804130,46479
9/8/2021,1170.9,1188.95,1153.6,1163.6,1178,1181,1171.01,1389.85,616.7,1025722,1201128655,33986
9/9/2021,1172,1184.95,1170,1181,1170,1173.75,1176.7,1389.85,616.7,689998,811922064,24010
9/13/2021,1173.75,1173.75,1145.9,1173.75,1149,1150.4,1156.66,1389.85,616.7,1399298,1618509411,73836
9/14/2021,1150,1166.95,1124.05,1150.4,1137,1134,1142.58,1389.85,616.7,1845711,2108878623,71188
9/15/2021,1136,1154.5,1132,1134,1137.5,1135.9,1140.13,1389.85,616.7,1147478,1308273483,28998
9/16/2021,1146.15,1161.3,1129,1135.9,1154.5,1153.15,1149.06,1389.85,616.7,1232233,1415915100,36106
9/17/2021,1155,1163,1090.6,1153.15,1117.5,1116.4,1124.37,1389.85,616.7,2228506,2505657578,72811
9/20/2021,1098.9,1130,1085,1116.4,1110,1103.25,1111.3,1389.85,616.7,1075174,1194841631,39477
9/21/2021,1105,1120,1071.85,1103.25,1085.8,1084.85,1083.73,1389.85,616.7,1930133,2091744011,42923
9/22/2021,1092.75,1102.6,1080,1084.85,1084.5,1085,1087.01,1389.85,616.7,1436192,1561151005,29413
9/23/2021,1093.8,1128.3,1088,1085,1107,1103.55,1106.71,1389.85,616.7,1486087,1644661533,67866
9/24/2021,1114,1124.4,1065.9,1103.55,1074,1071.75,1086.06,1389.85,616.7,1030160,1118817129,39462
9/27/2021,1080,1134,1061,1071.75,1121.15,1124.2,1098.59,1389.85,647.6,2003117,2200601130,62131
9/28/2021,1129.95,1143.7,1106.65,1124.2,1121.25,1127.6,1126.09,1389.85,647.6,1600635,1802458593,52920
9/29/2021,1125,1179,1112.5,1127.6,1163.45,1158.9,1161.76,1389.85,647.6,3826430,4445405293,77611
9/30/2021,1162.6,1188.6,1155,1158.9,1164,1164.25,1171.46,1389.85,647.6,2311600,2707949011,59319
10/1/2021,1160,1188,1120,1164.25,1182,1183.95,1170.34,1389.85,647.6,1176193,1376549235,38621
10/4/2021,1184,1203.1,1184,1183.95,1193.5,1189.4,1193.48,1389.85,666,834231,995634940,28014
10/5/2021,1185,1215.7,1171,1189.4,1213.25,1213,1198.17,1389.85,666,1151917,1380190634,48258
10/6/2021,1244.8,1260,1196.8,1213,1201.65,1203.1,1226.43,1389.85,666,3062242,3755614388,95021
10/7/2021,1222.05,1222.05,1199,1203.1,1209,1205.9,1206.92,1389.85,666,818620,988008092,25444
10/8/2021,1211,1236,1208.5,1205.9,1215,1217.35,1223.69,1389.85,666,1062492,1300159759,31312
10/11/2021,1222,1230.85,1208,1217.35,1209.5,1211.85,1218.5,1389.85,715.25,444647,541804347,20523
10/12/2021,1211.8,1227.95,1200,1211.85,1218,1216,1211.46,1389.85,715.25,771069,934116942,28281
10/13/2021,1225,1239.95,1206.3,1216,1207.5,1207.75,1222.34,1389.85,715.25,802573,981019457,23184
10/14/2021,1218,1227.5,1188.25,1207.75,1195,1192.7,1201.66,1389.85,715.25,735586,883923548,28835
10/18/2021,1211.8,1234.85,1190,1192.7,1222,1223.9,1224,1389.85,720.45,1132912,1386680300,40332
10/19/2021,1225,1234.05,1175,1223.9,1183.95,1182.35,1200.27,1389.85,720.45,799281,959354285,30241
10/20/2021,1185,1188.35,1150,1182.35,1159.2,1157.25,1162.54,1389.85,720.45,541292,629272549,33672
10/21/2021,1157.95,1198.55,1144.15,1157.25,1186,1180.2,1173.06,1389.85,720.45,792449,929593189,40200
10/22/2021,1185,1217.95,1172,1180.2,1215.15,1214.4,1204.52,1389.85,720.45,1184713,1427005368,49339
10/25/2021,1220,1229,1180.1,1214.4,1207.85,1202.45,1197.79,1389.85,720.45,857903,1027589362,44179
10/26/2021,1207.85,1268.45,1207.85,1202.45,1261.2,1260.95,1249.87,1389.85,720.45,2264912,2830835280,109011
10/27/2021,1268,1283,1252.25,1260.95,1266.1,1267.75,1271.61,1389.85,720.45,1206005,1533572434,64773
10/28/2021,1271,1299.5,1215.85,1267.75,1235.3,1227.6,1251.24,1389.85,720.45,1395405,1745981038,74430
10/29/2021,1230,1284,1131.95,1227.6,1222,1216.35,1231.32,1389.85,720.45,2160370,2660110691,121878
11/1/2021,1234.4,1234.9,1194,1216.35,1209.05,1206.9,1206.37,1389.85,720.45,716978,864943917,27364
11/2/2021,1215.7,1261.85,1209.5,1206.9,1242,1245.15,1242.23,1389.85,720.45,1280875,1591147641,52378
11/3/2021,1250,1260.55,1197.05,1245.15,1210.45,1211.05,1228.28,1389.85,720.45,718118,882048310,37253
11/4/2021,1219,1227.25,1219,1211.05,1223.1,1223.6,1224.16,1389.85,720.45,75930,92950315,2840
11/8/2021,1225,1252.9,1198,1223.6,1247,1244.5,1225.39,1389.85,720.45,503706,617235592,26173
11/9/2021,1250,1253,1231.8,1244.5,1241.6,1239.5,1241.36,1389.85,720.45,541332,671985320,17162
11/10/2021,1239,1249.7,1207.1,1239.5,1210,1209.95,1220.65,1389.85,720.45,536908,655378501,18834
11/11/2021,1215.75,1218.95,1195,1209.95,1201.45,1201.4,1206.25,1389.85,720.45,641359,773640927,23385
11/12/2021,1206.8,1224,1201.05,1201.4,1215,1216.3,1213.9,1389.85,720.45,445769,541117632,17538
11/15/2021,1210,1229,1204.2,1216.3,1210.15,1210.45,1215.09,1389.85,720.45,353309,429301800,19076
11/16/2021,1212,1248,1207.6,1210.45,1237,1242.05,1231.45,1389.85,720.45,562831,693098007,25415
11/17/2021,1242,1254.85,1230.2,1242.05,1239.05,1244.7,1245.34,1389.85,720.45,1027782,1279942167,41309
11/18/2021,1251.45,1251.45,1203.05,1244.7,1216,1214.25,1214.21,1389.85,720.45,739772,898239679,30743
11/22/2021,1221,1230.75,1174.05,1214.25,1190,1191.25,1200.9,1389.85,720.45,1183734,1421546451,46014
11/23/2021,1175,1220,1175,1191.25,1201.3,1200.35,1202.91,1389.85,720.45,1011905,1217233850,37857
11/24/2021,1203,1220.95,1192,1200.35,1205,1204.8,1209.77,1389.85,720.45,305770,369912243,19403
11/25/2021,1223.7,1243.25,1182,1204.8,1187,1190.95,1199.15,1389.85,720.45,947252,1135898857,37135
11/26/2021,1189,1191.65,1119,1190.95,1121.5,1127.9,1148.64,1389.85,720.45,893498,1026307474,43236
11/29/2021,1118,1119.15,1080.05,1127.9,1100,1103.15,1099.73,1389.85,720.45,694193,763422451,38313
11/30/2021,1105,1136,1084.05,1103.15,1093.8,1096.1,1108.97,1389.85,720.45,744583,825720322,34346
12/1/2021,1101.05,1129,1096.95,1096.1,1119.2,1123.85,1113.14,1389.85,720.45,599289,667091804,27233
12/2/2021,1125,1135,1110.15,1123.85,1133.6,1131.45,1129.07,1389.85,720.45,385264,434991242,12186
12/3/2021,1132,1152.95,1092.5,1131.45,1137.1,1136.35,1131.76,1389.85,720.45,737189,834320707,33821
12/6/2021,1142,1144,1112.15,1136.35,1119.9,1119.85,1129.32,1389.85,720.45,389561,439940821,22814
12/7/2021,1129,1152,1111.05,1119.85,1128.35,1124.7,1128.95,1389.85,720.45,694711,784295175,26769
12/8/2021,1139,1165.55,1129.05,1124.7,1162.85,1160.2,1149.38,1389.85,720.45,681044,782777128,35842
12/9/2021,1163,1182.5,1158.65,1160.2,1164.9,1165.15,1173.24,1389.85,720.45,625537,733905463,20602
12/10/2021,1167,1171,1146.25,1165.15,1156.15,1159.95,1162.47,1389.85,720.45,480475,558538759,18541
12/13/2021,1166,1180.95,1144.3,1159.95,1160,1160.3,1161.86,1389.85,720.45,439346,510459998,19205
12/14/2021,1164.85,1184.5,1150,1160.3,1170.2,1168.9,1167.77,1389.85,720.45,684112,798885227,18167
12/15/2021,1175.2,1195,1153.65,1168.9,1155.1,1156.5,1177.38,1389.85,720.45,789686,929759549,25192
12/16/2021,1166,1182.45,1140.4,1156.5,1149.65,1147.55,1165.85,1389.85,720.45,716746,835616488,22407
12/17/2021,1149.9,1158.3,1099.05,1147.55,1100,1109,1132.99,1389.85,720.45,2152649,2438927613,40481
12/20/2021,1063,1099.8,985.25,1109,1000.5,999.5,1013.29,1389.85,720.45,3009043,3049046221,116071
12/21/2021,1001.15,1063.25,996.3,999.5,1038.05,1036.6,1037.94,1389.85,720.45,2338454,2427166695,68875
12/22/2021,1036.6,1051.85,1021.4,1036.6,1030,1027.1,1035.29,1389.85,720.45,826866,856046053,28249
12/23/2021,1045,1060,1022.65,1027.1,1041,1044.85,1035.51,1389.85,720.45,856598,887013437,28699
12/24/2021,1045,1050.3,1018.25,1044.85,1025.15,1027.75,1031.96,1389.85,720.45,594275,613267766,18531
12/27/2021,1008,1029.8,925,1027.75,1011,1005.2,998.03,1389.85,840.5,2333800,2329211376,57057
12/28/2021,1019,1022.55,982,1005.2,987.05,986.1,997.87,1389.85,840.5,1399944,1396961923,34476
12/29/2021,988,1016.4,974.35,986.1,1006.2,1011.15,1003.06,1389.85,840.5,1286582,1290520748,31662
12/30/2021,1006,1061.4,1000,1011.15,1041.8,1043.35,1035.85,1389.85,840.5,3005693,3113441189,49801
12/31/2021,1030,1054.45,1028.3,1043.35,1039.15,1036.5,1042.78,1389.85,840.5,740090,771749971,24574
1/3/2022,1039.9,1086.5,1039.9,1036.5,1072.4,1065.3,1068.44,1389.85,842.5,1511777,1615240451,40570
1/4/2022,1072.55,1104.8,1071.95,1065.3,1097.9,1095.9,1092.28,1389.85,842.5,1432337,1564506768,40279
1/5/2022,1135.95,1249.4,1116.15,1095.9,1174,1169.35,1183.61,1389.85,842.5,10231005,12109489504,233861
1/6/2022,1159,1188,1141.25,1169.35,1166.2,1167.05,1166.25,1389.85,842.5,2487105,2900583589,63484
1/7/2022,1175,1229,1171.3,1167.05,1221.4,1221,1206.78,1389.85,842.5,3076241,3712359615,88084
1/10/2022,1232.8,1246.5,1222.15,1221,1235,1234.35,1233.22,1389.85,842.5,1714676,2114565028,72926
1/11/2022,1242,1308.8,1235,1234.35,1301,1298.8,1283.27,1389.85,842.5,3717927,4771116811,104802
1/12/2022,1311.8,1314.05,1286.75,1298.8,1294.25,1297.3,1299.46,1389.85,842.5,1512428,1965337972,49121
1/13/2022,1295,1319.7,1292.05,1297.3,1302.5,1308.4,1307.94,1389.85,842.5,1196526,1564978698,38524
